x, y
8.853002951455812841e-01,7.800902257781671123e-01
5.359004830438556244e-01,1.778689493241796260e-01
2.679208674450227479e-01,6.233360720380278774e-01
8.820657278103387622e-01,8.014359628381616529e-01
5.164162216344626577e-01,8.292940298955465694e-01
7.830858084484926263e-01,3.193514170591951196e-01
6.800396401018234949e-01,3.760682318348363973e-01
5.035477999591663201e-01,1.962014895783957824e-01
7.478115829629594646e-01,9.232672445499190417e-03
5.305528822705305458e-01,2.146624425578322892e-01
8.551426502516609185e-01,7.370770885304201991e-01
4.859919338402053368e-01,8.242738841933020533e-01
5.009619918550302087e-01,1.865605888729054973e-01
9.992399572127209639e-01,8.236969245013684437e-01
4.386161641723654858e-01,6.138899724620533460e-01
8.950519463420660848e-01,7.397473644589357411e-01
3.025628565384680391e-01,2.079559754102999758e-02
8.698962515061272605e-01,5.445629709666900409e-01
8.076365594601262465e-01,6.386777967062511330e-01
9.327443219306827960e-01,7.554380056571283752e-01
4.366604269295440988e-01,6.917954795885874475e-01
5.290942870770278805e-01,8.628417436566875320e-01
6.722590891520344725e-01,5.197902993951142303e-01
5.149600115565700076e-02,8.016001138583414010e-01
9.964467934155901707e-01,9.078532117458681938e-02
5.174169491162706747e-01,2.005476600880508053e-01
7.924193441899539669e-01,1.333899509694876917e-01
3.573954717496337086e-01,7.167804879230810222e-02
7.897258004504037476e-01,3.611644868707543088e-01
8.225424152054676696e-01,3.123010415565294906e-01
8.466234879792966517e-02,4.759600456880932473e-01
5.607413801894801653e-01,1.645411942074623823e-01
4.107718342473709594e-01,7.650012079795659448e-01
9.292969350127302519e-01,1.214890632298923911e-01
6.498039122838047410e-01,6.033633223637540066e-01
5.344525848495262910e-01,7.510080001245406089e-01
8.900020469021289182e-01,7.755145802123696308e-01
9.747064944748525805e-01,7.868336813182066347e-01
8.917103096294031195e-01,8.242380900896162377e-01
9.377845475059075619e-01,7.445032374586380008e-02
6.742002347391707895e-01,3.517188142248069971e-01
9.243555435619348337e-01,5.620072637581255970e-01
4.243411348820749218e-01,7.404659441312639867e-01
9.796810076231833309e-01,8.028926746122133640e-02
8.902289856362900489e-01,3.353044747161358918e-01
9.469779527705597388e-01,9.795589940745075275e-02
8.681786991215934002e-01,7.397418352784818074e-01
8.130829627200413245e-01,3.482032329499352707e-01
8.540208496760263168e-01,7.256677617888519505e-01
2.825730193143713986e-01,6.700733214480631972e-01
1.430782599999969040e-02,8.516272907696916805e-01
6.443054886733723396e-02,8.766552905869080536e-01
8.987632367233781006e-01,7.323445851088590253e-01
9.981515832481373529e-01,1.327211008421006477e-01
9.728379781435374518e-01,1.631056491216001936e-01
1.536028639903368465e-01,3.120036713551525009e-01
6.844736807992040095e-01,2.758399935811062242e-03
3.138908106472680926e-01,8.378276057091342821e-01
4.238669358563859069e-01,9.887156104722549799e-02
6.024516030259200461e-01,1.565638228319881087e-01
3.724226815073601315e-01,8.061004531671778217e-02
7.973504749908848499e-01,5.326500950394219558e-01
3.008830613505611984e-01,7.613862417528971527e-02
9.910520169637029309e-01,1.285006193276542197e-01
5.521646201926848629e-01,7.854372614415360276e-01
9.585837422812948372e-01,7.493732496730836079e-01
5.516821314210146321e-01,8.385698688513013588e-01
1.484577950191042772e-01,3.833926232880146001e-01
8.942924720042789710e-01,8.004546893390510620e-01
3.860060538926352036e-01,6.490107609746768036e-01
9.157329475988947864e-01,8.243729764039634533e-01
4.848600209582052400e-01,8.453247006730761903e-01
8.961457955364859895e-01,1.655452987195779047e-01
9.600079951278795987e-01,7.421895747562069490e-01
8.991208157268684165e-01,8.166333728795367453e-01
8.977387579582062349e-01,3.016865299909758935e-01
4.881984646586094989e-01,1.783657730429116794e-01
6.887691770127892799e-01,4.332721608350729170e-01
8.834102833330387261e-01,7.391783559174761598e-01
5.416132399456946578e-01,1.545230278977772764e-01
6.281616595475980613e-01,5.110801422460671262e-01
1.936698205900121428e-01,6.652991029922507016e-01
8.842798280008161704e-01,6.246070440951698721e-01
8.164336029050036636e-01,5.877879582799212521e-01
8.871502652374424480e-01,7.283351812035666617e-01
4.665695426163518622e-02,8.463963932420974778e-01
4.826485744813395762e-01,1.408681328469340022e-01
9.089088327689263114e-01,7.529687579627775129e-01
4.769641191146544168e-01,1.196860435836670788e-01
8.794642562837803323e-01,6.650624422057166418e-01
8.552588804963561220e-01,2.535111471787777626e-01
9.366434088872727104e-01,7.670206714765890332e-01
4.076089773308205766e-01,6.930239740427996953e-01
4.381770412810181980e-04,9.211900430511092974e-01
7.376984089927219879e-01,3.830386801875965697e-01
3.908042113105566484e-01,7.651494978654893586e-02
3.257730614333620434e-01,4.557126104643172138e-02
7.206264968570946783e-01,3.672847793480882306e-01
9.966907579465578149e-01,5.093002898152321212e-02
4.389610126050358385e-02,9.169904840845246596e-01
1.992470758155806543e-02,9.045308707683458183e-01
9.702139002372265342e-01,9.504304812308606021e-02
4.266602384382254254e-01,1.585171546975452372e-01
5.279037198211589121e-01,1.550647121166147668e-01
4.910005543995437094e-01,1.045880414505521161e-01
8.740430769880032091e-01,8.259766986051666482e-01
6.556158012821960979e-01,5.815357187914349524e-01
9.063970752346900417e-01,5.500548476709514745e-01
2.010380016666741820e-01,8.630475290736677740e-01
9.040328879586445598e-01,7.831739408010545134e-01
4.292584047703547068e-01,6.685308078180488556e-01
9.876403939818858557e-01,7.759776317430500114e-02
4.908167104554800320e-01,1.338057994488324187e-01
9.352363619206410794e-01,7.876649366837610300e-01
5.270811323379169799e-01,8.852293118254612736e-01
6.455250506065390859e-01,5.088577458145213672e-01
9.402283951328813671e-01,1.345190620951035587e-01
9.911529289512284180e-01,5.278733039659943005e-01
9.238629107193427892e-01,1.148011800318933240e-01
5.924765367802807825e-01,1.441296735598270873e-01
7.087008058746608885e-01,9.555597410983894813e-01
5.293758869485919449e-01,7.766281786349686911e-01
7.224582304609602490e-01,3.675919247391400413e-01
7.652525931833121797e-01,2.969180839730340971e-01
9.109441186725718564e-01,3.715096901186647482e-01
9.053778925920735743e-01,8.283851793154715093e-01
8.776986795148534748e-01,7.589912600420442024e-01
5.745425866627076328e-01,9.163113445162799353e-01
6.377468256721963158e-01,5.210100472845815567e-01
8.566501757349291868e-01,8.199942527623469424e-01
9.202736972062698362e-01,5.294062910812995515e-01
9.508188124471322888e-01,8.072373411987913139e-01
8.626885768665032428e-01,6.063673285205865016e-01
8.934822540376601285e-01,6.339391381725555386e-01
4.624772744100222877e-01,7.111712931461180442e-01
5.588937176702890586e-01,8.385368794850206475e-01
9.987162534003619641e-01,1.031839965187841823e-01
9.563297997173383358e-01,9.437072473695218289e-02
6.593080455281997709e-01,6.648142886674012209e-01
2.881918981880248198e-01,1.571046762417172005e-02
9.608652732518739858e-01,1.544886336551860584e-01
2.251186127436356488e-01,2.110127264146566262e-01
3.316868306521032483e-01,5.309111538577249156e-02
8.941706837688067067e-01,2.792992887736881480e-01
9.743910739791666886e-01,7.727942755712652323e-01
8.651566744046499391e-01,2.653030254774698671e-01
4.863912367254651370e-01,8.173057540859821613e-01
3.428680188448873789e-02,7.404010800137333925e-01
5.537941337972148714e-01,8.835035365686833009e-01
9.325567611211584840e-01,5.276858692451705801e-01
9.698835818942822540e-01,5.827132827494116984e-01
8.894290022169797361e-01,8.164250855728416578e-01
3.180724572695350361e-01,6.387418227718157926e-01
4.906824172630708247e-01,8.787921910717177987e-01
8.735419869284299921e-02,6.102823824621940174e-01
4.201593642165735165e-02,8.852834430769634944e-01
4.941664159533813994e-01,8.468381670565214847e-01
5.000684762640981162e-01,9.909845590611532362e-02
9.698535834282505652e-01,1.186157974457950903e-01
6.639517195047225373e-01,4.924083007484885144e-01
4.295247046345107567e-01,1.195958448217218084e-01
6.472058636853149638e-01,5.227383572472176221e-01
2.792765959555247868e-01,9.815101161486539105e-03
4.824087375326562288e-01,7.514630883444864962e-01
6.937944308160015616e-01,4.607883247579358521e-01
9.207860814396967575e-01,5.686339935902864351e-01
6.090351661296998786e-01,1.619121589242450421e-01
9.192818305110550536e-01,7.859666437531633854e-01
5.140652247028435484e-01,2.233551717730452024e-01
9.558076619989855915e-01,1.098667919516788105e-01
4.576756910447857818e-01,9.800130920905691934e-02
8.974391980184458495e-01,6.555976087891135506e-01
4.804162213448249785e-01,1.572568822719728754e-01
8.653310410108986384e-01,2.790342983640530239e-01
9.839587444989313925e-01,7.478816921901744186e-01
8.688188206273513847e-01,5.925463071469510012e-01
9.638985539897741983e-01,5.475708178596458975e-01
9.307015210116676984e-01,5.822795390369193136e-01
2.102646619453988341e-01,6.475935714602099047e-01
9.418564288211280777e-01,5.398026418369716861e-01
3.763980865051441693e-02,9.275362828846634988e-01
3.572182524430069783e-01,4.125770242397464038e-02
1.551844486853698468e-01,3.086888656774531281e-01
5.035558704441034372e-01,8.168732620213765561e-01
2.652957028151879948e-01,9.054856839407765534e-04
2.354786394417418549e-02,9.189034107449042255e-01
9.635512648374749967e-01,4.147937345914498586e-02
4.905296216457238900e-01,1.524993906153344625e-01
8.536016906524037662e-01,7.696690703021672464e-01
2.716351822366877000e-01,1.979342868243427755e-02
3.021952713185479533e-01,3.051179669805992312e-02
5.246906565144865420e-01,1.867709307227232163e-01
7.158141749959718858e-01,4.080130719929694338e-01
8.425616275836294022e-01,6.824660799370304565e-01
4.842975911660543087e-01,1.031170970157547773e-01
2.095738169740642975e-01,2.841783658468419738e-01
6.277027886168841109e-01,1.670503934897726861e-01
1.745508526157601992e-01,3.392960039727167532e-01
9.493723181007877043e-01,7.542353959888683512e-01
4.605462420662220779e-01,2.362120318001930119e-01
2.856691823151515930e-01,6.645591018618590695e-01
7.221152171742017956e-03,1.592802833309789889e-01
5.842878589744848750e-01,1.594577268365851008e-01
9.502898053775998832e-02,8.535789235597165403e-01
7.299803142281324764e-01,1.235505887204202402e-02
9.345772856017594554e-01,1.292603628902219137e-01
5.184236363293797112e-01,8.379356447833455901e-01
3.199572886093641211e-01,6.887223515443108290e-02
5.266784401036151975e-01,8.586282837007638280e-01
9.209379337412409994e-01,5.379749047729537326e-01
4.730902996381963765e-01,1.519943504099662279e-01
8.170040455476207386e-01,2.555383406325059115e-01
6.670252010131688669e-01,5.973147979966041410e-01
4.292628680427521548e-01,6.543881303760884505e-01
4.200776131006719316e-01,7.088741952126201840e-01
5.072211042496894695e-01,8.150438162472105619e-01
9.166185650965469334e-01,8.039829249242614884e-01
9.042751057800006986e-01,6.036474131517672870e-01
9.952527633087084880e-01,1.297798333441950724e-01
8.796088587363213307e-01,7.585261440255690601e-01
4.612398686368879286e-01,1.863049524882067765e-01
3.148302320413349786e-01,6.128921094366870381e-01
9.623706071386816108e-01,9.848727853470828908e-02
6.096704761200216760e-01,3.741395963271066938e-01
1.565407300478385277e-01,3.398556822549656520e-01
5.046350422618444131e-01,7.817900415635933298e-01
8.730300802585411191e-01,7.626396872164916685e-01
4.324966693566902887e-01,7.954461777470773765e-01
5.138609299594636415e-01,2.239560414091361640e-01
7.132200967045465578e-01,1.808404048876288694e-02
5.032464532126966761e-01,8.046474416847796407e-01
5.073536694215458054e-01,7.393653785771875375e-01
6.231570131935638690e-01,5.972289511122284011e-01
9.049273220901035142e-01,7.650213855025328469e-01
4.543611675859504651e-01,1.311969578274325698e-01
8.838946612958902271e-01,1.231713699567069664e-01
6.260107589933938677e-01,5.563369026623754543e-01
4.472240305061336851e-02,8.557445364681850464e-01
4.455042855365691779e-01,7.503083606985808673e-01
9.097872140459608570e-01,8.409032393762281288e-01
2.342469269946761967e-01,5.647575842152114944e-01
4.971519867366902545e-02,9.051723892509485614e-01
1.861775678980336357e-01,3.315456697418875942e-01
8.332439251768265498e-01,7.523546730845822594e-01
9.890747404396268427e-01,5.343477334108962529e-01
5.018900039171013683e-01,1.954579446050185298e-01
4.415710471494084244e-01,7.034297435908244411e-01
8.573299290569033060e-01,3.548669854172010751e-01
6.030104265091551508e-01,8.835630676074188727e-01
9.662440716661897522e-01,1.605912070739713426e-01
4.806469727707607387e-01,7.122775856441391218e-01
1.348118861831262283e-01,2.715258735172589866e-01
6.948457470777463785e-01,9.948495624389326331e-01
8.821696798118763283e-01,5.910834045246809998e-01
2.994361786148935778e-01,6.733738178856095713e-01
9.203949989497679507e-01,7.622868722823913368e-01
9.399529461538319586e-01,2.977887705945991836e-01
7.978941070381426748e-01,3.217499017406145745e-01
9.789076779535861306e-01,8.452009846194741272e-02
9.259337519786818849e-01,7.045607512304398190e-01
9.494376634728215469e-01,6.384427916752022369e-02
8.946766786792003101e-01,6.401892490435202587e-01
8.955009561595852485e-01,6.220380017626938596e-01
6.122481292234283057e-02,8.524263808149897814e-01
9.309868303105922616e-01,6.240286924657034717e-02
9.525773040033681527e-01,7.943435409147647785e-02
9.068013156412293441e-01,8.004740145171767018e-01
4.086143392468919444e-01,6.824409922863113875e-01
7.316326813648557081e-01,3.586625496476510966e-01
4.619850811032059079e-01,7.215740072866776433e-01
3.019041159498736526e-02,8.778400129579582156e-01
9.431414859263159700e-01,1.192296933029499684e-01
9.437479512695701178e-02,3.551306928215732794e-01
3.567060633829143290e-01,3.493082505013078709e-02
7.239198609916506211e-01,3.706848747630692165e-01
9.983242343711521416e-01,1.131478560030251268e-01
8.571823935946057960e-01,7.893531839189645849e-01
7.096271071537004760e-01,5.059196193209922754e-01
5.650746314996486497e-01,8.642229252340692947e-01
5.036569591496655729e-01,2.032623120691789964e-01
4.978444433978641559e-01,2.226635080128822608e-01
2.130049587705432623e-01,3.187569867681764313e-01
3.828569636174027346e-01,1.499803839006007555e-01
8.477938939119822326e-01,7.404167826450902545e-01
4.645484170448582750e-01,7.525466015582754631e-01
4.860732165637139390e-01,9.138080395177917703e-01
9.010844421554580208e-01,8.225050786467307251e-01
5.400596838062500238e-01,1.562578447560287742e-01
8.548121445462553147e-02,5.876073312348600863e-01
8.644686342975058668e-01,6.830981248853404963e-01
8.582565512355857518e-01,7.115282958354519627e-01
9.680507568331351287e-01,7.844746453632742700e-01
3.504640024490108807e-01,9.468694864319193716e-02
2.798812150599426785e-01,7.900555478319937208e-02
2.115477915460312053e-01,9.564877799725501895e-01
5.060096799712930915e-01,1.428667780318950697e-01
9.837759897702935685e-01,8.213898860337158769e-01
8.131506948275787350e-01,7.522309330576557596e-01
4.889092431606169020e-01,1.738561072152029485e-01
8.808195300461177935e-01,7.202142263493135355e-01
8.785149170129342711e-01,3.957540542671160733e-01
9.286467969382115051e-01,7.832460423858834675e-01
9.015746139781842805e-01,5.798846157008638036e-01
4.899064009126457009e-01,7.707017984106863118e-01
5.270513810878731942e-01,2.057714860178626592e-01
8.890905247294073055e-01,8.071388992921887384e-01
7.188325285395191777e-01,6.465061259775214397e-01
4.717782880499457043e-01,7.732291249333006489e-01
9.664463877529417823e-01,1.162219820646916979e-01
4.652110063228197534e-01,7.214194675282276092e-01
8.859848933260361381e-01,7.221292531394948311e-01
4.789885822161069617e-01,2.741436788074917974e-01
4.761700880102627265e-01,7.543226943040959309e-01
8.649411890587401786e-01,7.369216741271343851e-01
8.996385205620253123e-01,7.460427453341123005e-01
4.812513149557927639e-01,1.912584447603178361e-01
9.040650270272213573e-01,5.759841238348649695e-01
8.500662675906047738e-01,2.512981430656585635e-01
9.252416892796498926e-01,5.565506898761679588e-01
2.901610223232754526e-01,7.012459174025125197e-01
4.400624458767417035e-01,1.335326902361769763e-01
4.817967080907569200e-01,2.399871624098488532e-01
5.142783089318501144e-01,2.390728959715920920e-01
5.289988612110686494e-01,1.503314130231736545e-01
1.630530124736634390e-01,2.470743830100771143e-01
4.595396283431175677e-01,7.195185234136063368e-01
8.955517558926079369e-01,5.491670119549681983e-01
4.553502660312749306e-01,7.908173516403302905e-01
9.510170735574665635e-01,8.107289343832096984e-01
1.830082719254111367e-02,8.957517985234668689e-01
8.619033070874602132e-01,6.242509033309360245e-01
9.701388276922435772e-01,1.136874522779937058e-01
5.182741047768723019e-01,8.753501190342646288e-01
4.992865634161303134e-01,7.936876068381959470e-02
5.229014554322691799e-01,2.161650979343745504e-01
4.366146332421291243e-01,1.195298585068218511e-01
9.183134598138634752e-01,2.065672134563644180e-01
9.310294271658289267e-01,6.613145945120992852e-01
4.917791153713876318e-01,8.049144246501251931e-01
9.035533004118643241e-01,8.148209688527421335e-01
5.491591770692889618e-01,8.087606572543362127e-01
9.007453057338760116e-01,7.610091367872803270e-01
5.023328157045380271e-01,8.093078498981208790e-01
4.737485035404656042e-01,2.209098108251661419e-01
4.948146593794641168e-01,8.366849788070214178e-01
9.482997955554632874e-01,1.106893705222684599e-01
5.289252433820531563e-01,1.571148175150076653e-01
9.424888151477877063e-01,7.701534643324279283e-01
9.281325917632039513e-01,7.931220154043696624e-01
4.903657052922336668e-01,2.029764521970566227e-01
8.423291035466392573e-01,1.712223785896830330e-01
9.789201684811417170e-01,9.511492240316010705e-02
4.610498954447387332e-01,6.940374546589335170e-01
9.522931351822170321e-01,8.754603070779898299e-02
4.788164478943245372e-01,8.675548909491348493e-01
4.455770026246373972e-01,6.520442776603786461e-01
9.789509114844068272e-01,8.045471058255782015e-02
6.531364617949814155e-01,5.300699390281343737e-01
4.202373399574537149e-01,1.158172228369721557e-01
8.491512351931312930e-01,7.438796564020567770e-01
9.824212949059403233e-01,4.257653871273037183e-02
8.514631944989179413e-01,8.012817953108801738e-01
2.764094842427302634e-01,4.877299169847659766e-02
8.904179944604861952e-01,5.765036380520454085e-01
9.124167001330474314e-01,8.011028016381223082e-01
4.608303788764135378e-01,2.683907806497988213e-01
5.386101045027542611e-01,1.998293617576449854e-01
5.532837613847186864e-01,2.277851485926869479e-01
5.939133284163788939e-02,5.712668084839177540e-01
2.730589355072376989e-01,9.079917553330232316e-01
5.071447316501368485e-01,7.628853949781458921e-01
5.307199068251569063e-01,2.139713960631459688e-01
8.823725376034345924e-01,5.609977041093640038e-01
4.806999430610450208e-01,8.166237525019506283e-01
4.697010568260063801e-01,7.156160033452332314e-01
2.489190888396738410e-01,7.878939927448378455e-01
4.576845986604287653e-01,7.349757612990320821e-01
4.810832630628237849e-01,8.619870540576581863e-01
5.403461234573680994e-01,1.179534294383101090e-01
9.282400167258275658e-01,7.719369780181833951e-01
6.271498050979379402e-01,5.563347396179629811e-01
4.723724613182177512e-01,8.518739168441287202e-01
4.956396218996661496e-01,7.688016917296740527e-01
6.964355720054680177e-01,4.915303456684728678e-01
3.425961759532414330e-02,5.123008590983013644e-01
4.630727449973875975e-01,2.392071882374749991e-01
8.806281728605600545e-01,8.481518846494807695e-01
4.607990537688338994e-01,1.275536650068507250e-01
9.327586666317263520e-01,1.963387979845159226e-01
7.154427993473276848e-01,3.232204372032961848e-01
8.822637750665343059e-01,7.118937019453616122e-01
8.542788237386897965e-01,5.205074505911407856e-01
2.141204781263931212e-01,5.751946349196990216e-02
9.417324433950058360e-01,3.401294024845711306e-01
5.249431153135657446e-01,1.688790212472996988e-01
1.458890195870944373e-01,2.686832473686894263e-01
8.851023554530978998e-01,7.442741572113146242e-01
6.020701856696448750e-01,5.802962788242138625e-01
8.503024697200357584e-01,3.764272069926072328e-01
7.578988257544827523e-02,8.105653612658155760e-01
9.685898435210499313e-01,5.645061964008479816e-02
8.229650216191722878e-01,3.028511259129135214e-01
4.329351806903389832e-01,7.890188510588963533e-01
4.637120671275691830e-01,8.272570173958018191e-01
5.249886245778638827e-01,2.174105319636884248e-01
8.385602639046517703e-01,4.199402071340001541e-01
8.823883645662754516e-01,3.321148371689950363e-01
9.332767142114692938e-01,1.615059833373995168e-01
9.299173281597783447e-01,7.503718622913778669e-01
4.606022660777973066e-01,1.792849378016304618e-01
9.153470263779132088e-01,8.304256075701018647e-01
8.910603919473070178e-01,2.958640115561564921e-01
5.198231870690744882e-01,8.530694157571450109e-01
8.242947407627658762e-01,3.587513981000901575e-01
3.404698429644459345e-01,6.700511915528690743e-01
4.580846335037037642e-01,7.608865787450175278e-01
5.048944544382614197e-01,8.057829076452435180e-01
8.152396617415587077e-01,7.571208484027655006e-01
6.495341084639738582e-01,4.625904900143720244e-01
8.618433593426542139e-01,7.651048463335998751e-01
9.402636794813274967e-01,5.441611568944124677e-01
2.896950130808669810e-01,5.815684573414980907e-02
9.410387921341092365e-01,8.247449395917862969e-01
8.965065889632044538e-01,7.738467426087387580e-01
8.564965188834769982e-01,1.500289619166191857e-01
9.108426846461054049e-01,2.295658249099851167e-01
9.612716237864592506e-01,9.576959279833952010e-02
9.146527603138604468e-01,8.459579205481800868e-01
1.807972733682540190e-01,2.608698802271328665e-01
6.870294376332596320e-01,5.703704184194636762e-01
8.915874717413373451e-01,7.572759936948200155e-01
9.188311512766592637e-01,2.749223371263719295e-01
4.196277984146703499e-01,1.093352390411495012e-02
2.449917993508371472e-01,9.739246240111962827e-01
1.684635448957773063e-01,2.981375659098399744e-01
8.445215886996725319e-01,2.540471753241213548e-01
9.956313497071553886e-01,1.258893950159817310e-01
5.576236534829177582e-01,1.649449480171188975e-01
6.127700879189189598e-01,3.661432966332922589e-03
8.333548022782139020e-01,2.914721476195970551e-01
3.029288692892196933e-01,7.190647022926164311e-01
8.548164683687015097e-01,2.890974828404211383e-01
6.728359772412384476e-02,6.795195488426967190e-01
8.779397338454464350e-01,6.198086277265520971e-01
8.907600992789235228e-01,8.787473936326068991e-01
7.551587939687085527e-01,3.779859529056578404e-01
4.860711935298807074e-01,2.460181200322575368e-01
1.529001067925702673e-01,3.802329879813991509e-01
9.663231453882764610e-01,8.926882530412835193e-01
1.507543256484401573e-01,3.325735117228008075e-01
9.100312243201613693e-01,5.584892533403015280e-01
9.400480136926148145e-01,8.290027709142633316e-01
9.398760373379739796e-01,3.071920735654464218e-01
6.338780046217018516e-01,3.698448320162736058e-01
8.957855814017560148e-01,7.447147263442273069e-01
9.024022143534482510e-03,5.663433536281916592e-01
4.224193829271862821e-01,4.708191334087177271e-01
4.638903335278045104e-01,1.768274339581608068e-01
5.043230797445026337e-01,7.692430309047086912e-01
8.951882715048923300e-01,5.964916728120869260e-01
9.838320125123002358e-01,5.560071587981549879e-01
4.229294698820613707e-01,6.811625888015563346e-01
2.775225340577698319e-01,2.954303807775393587e-02
4.527274715117648451e-01,2.640621861527184810e-01
8.522974344151195147e-01,7.317990522596903302e-01
8.460946885948672502e-04,1.531108827633103076e-01
8.939082608753030623e-01,6.082576427508187278e-01
7.695356038603395898e-02,8.604869569727053857e-01
3.622197993122857618e-01,4.894737535704847264e-01
9.365562400738379756e-01,5.999548283568290064e-01
2.945169228314238330e-01,2.885886285996563938e-02
4.845738953618665690e-01,2.013439531563677720e-01
8.619583573012838951e-01,7.695182580047158494e-01
8.449515751253089402e-01,3.478662492014857888e-01
8.039662212251547091e-01,3.142693755269838629e-01
9.380014702997319098e-01,1.170971964778582119e-01
4.495403365286405606e-01,4.062507846996989969e-01
4.683248113648014188e-01,1.151508610891754936e-01
9.171204487545254747e-01,5.779665710997334838e-01
5.056820372076040737e-01,8.440779841655372540e-01
7.951407662579198510e-01,3.049239719106984214e-01
7.865152253886790179e-01,3.754019613191243998e-01
8.316877221213915261e-01,3.380225960438469901e-01
9.074648950882645559e-01,7.887216340364943123e-01
7.832105995622075101e-01,3.075353869457930767e-02
5.029835569649131477e-01,8.630842110218789331e-01
7.857229448412614836e-01,3.479992300936595173e-01
9.247996758446213050e-01,1.490104058928586328e-01
5.294106123107054085e-01,2.157330038338105549e-01
6.486410602748656773e-01,4.412135714403601083e-01
5.037158894490649796e-01,8.282174498372326665e-01
5.060366978052737164e-01,2.361196893625604476e-01
4.620919847631492772e-01,1.829047342686999089e-01
5.333684237848078658e-01,1.852945176861710008e-01
8.966584141057574175e-01,8.400223603021906849e-01
4.646232711090482193e-01,7.366648804324090749e-01
4.998390812852377962e-01,2.300070485010350385e-01
4.492208436647300296e-01,1.733161146116636298e-01
5.343881433530117686e-01,7.575843697879421912e-01
9.155952995315719267e-01,7.926997248548095509e-01
9.484119735253769834e-01,6.282864682167113024e-01
9.903163739986536873e-01,1.158783269765050195e-01
2.941951322380440548e-01,7.612229379401569407e-02
9.085523770822933054e-01,5.510615881028358976e-01
8.898023361513246465e-01,6.198962806187041652e-01
4.968827965949594860e-01,2.127425733250812856e-01
9.951605838615551480e-01,1.488703151693385740e-01
9.503568637460151347e-01,6.147238716394246572e-01
8.863486639280084844e-01,6.912372751054753905e-01
9.706185257703915381e-01,5.106832465231847529e-02
8.961327893252456489e-01,7.378662234011500454e-01
8.558475290824618664e-01,6.216884084916773912e-01
5.025003632307925017e-01,8.234006773389290768e-01
9.256937393787150192e-01,6.044884045223699598e-01
4.569649057888593990e-01,2.696018614940993707e-01
7.355561308920508523e-01,3.410609334441726537e-01
4.632233200594308986e-01,1.075347121505539905e-01
1.006605472510296861e-01,5.828944863489403660e-01
1.901514548824324580e-01,2.851298479317193602e-01
5.059686335731378160e-01,7.243882404320436397e-01
5.267178718570738605e-01,1.296315625137692829e-01
6.957602014098185350e-01,3.734759447950917188e-01
7.956936136628718348e-01,3.608683023484092756e-01
1.363961140212888168e-01,4.074120540568832993e-01
9.166086864297834369e-01,1.711813760640921167e-01
7.390156728477019765e-01,3.544100545168771266e-01
9.868019888036524412e-01,1.281398316763844303e-01
9.252051519211906827e-01,7.904052406801225228e-01
8.829562335441694110e-01,7.444388802032682051e-01
9.143621146711089498e-01,2.299500176039653843e-01
3.764400795525778554e-01,6.623114027427638995e-01
8.743902457251188087e-01,7.123111365875332002e-01
4.643354254330501751e-01,2.172604614950172097e-01
4.718654903006748169e-01,7.448282167732325210e-01
4.860829920985745289e-01,7.956989848166355905e-01
9.092765856803221025e-01,5.736114419420268451e-01
1.674538846206629072e-01,2.619416272065759888e-01
4.735084586572068099e-01,1.897725105850286420e-01
4.731173235936146915e-01,7.097000875604108083e-01
3.382430460037822995e-01,4.524186541679275919e-02
3.242677453681716004e-01,6.702676486285525925e-01
5.017633999994924876e-01,1.529314795590170917e-01
1.819154786357568554e-01,2.753645429878829320e-01
7.812113898795016720e-01,3.029405766496715557e-01
4.862118623222541069e-01,2.489896262259034820e-01
5.319726899078724980e-01,8.332099194029479738e-01
9.799484629417584136e-01,1.324204882244383041e-01
1.558571160403690037e-01,2.829371526934189029e-01
9.179532396670770922e-01,8.391293054320657641e-01
4.141755438099913311e-01,7.042092179208402358e-01
3.063222350861533050e-01,6.513605207236909944e-01
8.657498572209813004e-01,7.713694474545998991e-01
5.019385495238528616e-01,8.612509905604649463e-01
8.530002419463427188e-01,5.529081162375455438e-01
3.228035903774144622e-01,6.831530274326559349e-01
1.730820702626125751e-01,3.150876350561490069e-01
8.302100487277990215e-01,3.707108784037181914e-01
5.295412268434565028e-01,8.079498082141585158e-01
6.459610322364232049e-01,9.475588244798203164e-01
9.323507920138751626e-01,8.642873612021364504e-01
8.538785897533118785e-01,7.223916037091262510e-01
4.530392022817818498e-01,6.816310531091595015e-01
4.829917338913394254e-01,6.959833612589388929e-01
9.471456535952187394e-01,1.113145330025622215e-01
4.027882163841786101e-01,7.383443292410589720e-01
8.835671778444845748e-01,6.603347799836554177e-01
9.489983726460256008e-01,5.109865344489239458e-02
7.902042093422786406e-01,2.647588118999435469e-01
8.486770605874500717e-01,2.783560011363420683e-01
5.069796544032786345e-01,8.475199707916412084e-01
9.349365650589761545e-01,7.625080890824070812e-01
9.083046350734240715e-01,7.201134020952840720e-01
5.524412328551505658e-01,8.361730432807386038e-01
4.968231937786067309e-01,7.682941886511661655e-01
9.853659627168019908e-01,9.643168047081159822e-01
7.997227009741564308e-01,3.249361059259178175e-01
9.357564013879632325e-01,6.854992678861794309e-01
4.332961585582573161e-01,1.613522207670748942e-01
4.749009517542672754e-01,2.125741711974458159e-01
8.473217890184638890e-01,2.299050792545137556e-01
5.190906727521641395e-01,8.669491233865020963e-01
8.913225029711789871e-01,5.677806957043737279e-01
8.831106803721174847e-01,8.163012135423316495e-01
